health,status_x,index,uuid,pri,rep,docs.count_x,docs.deleted_x,store.size,pri.store.size,deleted_to_count_ratio,shard,prirep,ip,segment,generation,docs.count_y,docs.deleted_y,size,size.memory,committed,searchable,version,compound,segments_count,TenantId,Tenant,Business,Technical,Marketplace,Total,mean_size,95th_percentile_size,std_dev_size(mb),name,zipCode,country,state,city,address1,address2,address3,environmentType,description,minPasswordCharMix,passwordReuseInDays,passwordExpirationInDays,parentOrgId,minPasswordLength,status_y,podID,podName,productionFlag,statusMessage,tenantGroupId,tenantGroupName,createdBy,createTime,updatedBy,updateTime
green,open,devprod-b64ivrmikcuivxw0hgzesv-asset_index-ccgf-audit,6JkiYWDtSQSCn9Fn9KtdRA,1,1,49155524,0,33484.8,16691.2,0.0,0,r,x.x.x.x,_6au,8166,14385193,0,4915.2,3273468,true,true,8.2.0,false,58.0,b64ivrMiKcUivXw0HGzeSV,05Apr_Perf_QE,0,"24,232,171",0,24M,571.22,4915.2,1504.29,05Apr_Perf_QE,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,40c9127f-5262-4267-801e-af5e5459f01e,PROD_GRP_PerfQE_0504-Quarantine,ma,2023-04-05T08:41:22Z,ma,2023-08-22T16:25:42Z
green,open,devprod-9xbl9jcnimmhzowvj1beoa-asset_index-ccgf-audit,Le9wrnReSsa6g0oLuj_ZTA,1,1,35572696,0,32870.4,16384.0,0.0,0,p,x.x.x.x,_469,5409,11139083,0,5017.6,3790404,true,true,8.2.0,false,49.0,9Xbl9jCnImMhzOwVJ1beoa,RTC_TENANT_DND,0,0,0,242k,667.4,5017.6,1656.17,RTC_TENANT_DND,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,6c542e3d-0ef1-49b4-8742-047b1348b350,RTC_ExistingTenant_Prod_Grp,ma,2023-07-27T09:57:46Z,ma,2023-09-21T14:03:54Z
green,open,devprod-3bwt0ycyf89lnzel4iqfkd-asset_index-ccgf-audit,3ebVO-JMS1-vFs4GfvBVRg,1,1,45017212,0,32051.2,15974.4,0.0,0,r,x.x.x.x,_6qw,8744,14394824,0,5017.6,3828884,true,true,8.2.0,false,43.0,3BWT0YCYF89lnZel4iQFkd,perf_dnd_july_07,"8,409","19,271,419",0,19M,743.34,5007.36,1694.83,perf_dnd_july_07,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-07-11T07:18:11Z,ma,2023-09-14T18:40:07Z
green,open,devprod-b64ivrmikcuivxw0hgzesv-log-ccgf-audit,dGZwsrqOTkK7Pu-VB_WKhA,1,1,36441623,0,31232.0,15564.8,0.0,0,p,x.x.x.x,_10x,1329,9073153,0,3788.8,2423428,true,true,8.2.0,false,59.0,b64ivrMiKcUivXw0HGzeSV,05Apr_Perf_QE,0,"24,232,171",0,24M,525.11,4915.2,1401.4,05Apr_Perf_QE,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,40c9127f-5262-4267-801e-af5e5459f01e,PROD_GRP_PerfQE_0504-Quarantine,ma,2023-04-05T08:41:22Z,ma,2023-08-22T16:25:42Z
green,open,devprod-6b9com07ka3eq1ffckchwu-asset_index-ccgf-audit,T3Qks__0RUCJMwFR4u9HKw,1,1,45766368,0,31027.2,15462.4,0.0,0,r,x.x.x.x,_7in,9743,9118560,0,3072.0,2200668,true,true,8.2.0,false,60.0,6b9COm07kA3eQ1FFcKCHWU,perf_dnd_43,"183,402","15,177,078",8,15M,510.54,3072.0,1147.96,perf_dnd_43,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T12:25:37Z,ma,2023-09-14T19:08:54Z
green,open,devprod-3rcxycmniazhizdikhchgf-asset_index-ccgf-audit,ulsnBoEOQ9KdDhv5t9NVfQ,1,1,40637109,0,29081.6,14540.8,0.0,0,r,x.x.x.x,_410,5220,13954569,0,4812.8,4001028,true,true,8.2.0,false,56.0,3RCxYCMNIazhIZDIKHChgF,jul_perf_team_01,2,"15,109,000",0,15M,514.56,4812.8,1226.45,jul_perf_team_01,,India,KAR,Bangalore,Address 01,Address 02,Address 03,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,d3204150-5568-4fe9-b4ae-286a839b0c73,10July_Perf_Prod_Grp,ma,2023-07-10T17:33:13Z,ma,2023-07-14T07:50:27Z
green,open,devprod-4dbtbchsfvufu2u0v9ueep-asset_index-ccgf-audit,KgeoJFZWS_-hk4LqQlfzAQ,1,1,41469130,0,28979.2,14540.8,0.0,0,r,x.x.x.x,_970,11916,10104653,0,3584.0,2606100,true,true,8.2.0,false,50.0,4DBTbChSFvUfU2U0V9UEep,perf_dnd_05,"256,214","16,336,781",8,16M,575.86,4259.84,1393.52,perf_dnd_05,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T10:59:28Z,ma,2023-09-14T18:55:32Z
green,open,devprod-htdeawm6j6zko8dxpinxui-performance-ccgf-audit,xwECoeF4Tf6_BUsib-dJ-A,1,1,18957812,0,23756.8,11878.4,0.0,0,p,x.x.x.x,_4lx,5973,8372961,0,5120.0,2636892,true,true,8.2.0,false,45.0,htDeawm6j6zko8DXPInxuI,perf_dnd_10,"193,032","11,595,879",8,11M,524.01,5120.0,1455.77,perf_dnd_10,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T10:59:57Z,ma,2023-09-14T19:35:13Z
green,open,devprod-7gi05od2xnqlxntzjjb10w-asset_index-ccgf-audit,ZJUqVLxtRSmDczGJtMYEhQ,1,1,32401198,0,22937.6,11366.4,0.0,0,r,x.x.x.x,_4p9,6093,14609320,0,4915.2,4136716,true,true,8.2.0,false,52.0,7GI05od2XNqlxnTzjjB10W,perf_dnd_story_2,3,"7,863,989",0,7M,437.09,4915.2,1316.69,perf_dnd_story_2,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,f2971f01-75a0-4aab-8289-8783e4cf3639, Perf_ProdGrp_DEV,ma,2023-05-19T12:45:30Z,ma,2023-09-20T05:31:04Z
green,open,devprod-3xhypydkyzldgccqciwqkk-asset_index-ccgf-audit,7cMoSQw6TRaca4yrDXsBlA,1,1,31106362,0,22732.8,11366.4,0.0,0,r,x.x.x.x,_6d3,8247,13614566,0,4915.2,3757364,true,true,8.2.0,false,50.0,3xhYpYDkyzLdGCCqcIWqKk,14June_Scanner_QE,0,0,0,9M,452.33,4869.12,1329.2,14June_Scanner_QE,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,d34a0c78-830c-4283-8a38-b3efde4ef29e,Scanners_Production_Longevity,ma,2023-06-14T05:49:01Z,ma,2023-07-25T14:21:03Z
green,open,devprod-cubqil0loocly97y1qchke-asset_index-ccgf-audit,_kmbx4X9R8WTaX9j1qiGxA,1,1,32270512,0,22323.2,11161.6,0.0,0,r,x.x.x.x,_bvm,15394,13804330,0,4710.4,3292588,true,true,8.2.0,false,55.0,cuBQIl0looClY97Y1QCHkE,perf_dnd_26,"25,264","11,613,242",8,11M,402.41,4136.96,1187.2,perf_dnd_26,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T12:23:31Z,ma,2023-09-14T19:32:47Z
green,open,devprod-51z3czq3uoglo6reue0kcn-log-ccgf-audit,FoC4akLjQeSCJnsquM2vaA,1,1,21870261,0,22220.8,11059.2,0.0,0,r,x.x.x.x,_2d4,3064,8670010,0,4608.0,2689868,true,true,8.2.0,false,52.0,51Z3CZq3uoglO6REue0kCN,14Dec_Scanner_QE,14,"1,353,055",126,1M,427.4,2867.2,1027.91,14Dec_Scanner_QE,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,UpgradeFailed,d8TPqZAQ06WkFZLGOshVmP,pod1,,,d0b46653-1616-4616-b1a1-c11ed39912c8,AdvScanner_14Dec_Scanner_QE-Quarantine,ma,2022-12-14T08:10:30Z,ma,2023-05-03T11:20:22Z
green,open,devprod-4oscorgez2dfmavmhlsuew-asset_index-ccgf-audit,EokUdipmQ9CJ6qwt-zq14g,1,1,32391713,0,22118.4,10956.8,0.0,0,r,x.x.x.x,_90u,11694,10475232,0,3584.0,2612732,true,true,8.2.0,false,56.0,4OscOrgEz2DfMaVMHLSueW,perf_dnd_23,"20,588","11,653,342",8,11M,392.4,2892.8,907.5,perf_dnd_23,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T12:23:12Z,ma,2023-09-14T19:14:04Z
green,open,devprod-gwhhiuucfmzizbcllf8ser-asset_index-ccgf-audit,-J6P4lyYRLyqJmEM9LfCzA,1,1,29336730,0,21401.6,10649.6,0.0,0,r,x.x.x.x,_8gj,10963,8223793,0,2969.6,2103284,true,true,8.2.0,false,64.0,gWhHIuuCfMziZBCLLf8sEr,perf_dnd_07,"233,030","14,759,733",8,14M,330.56,2604.08,989.05,perf_dnd_07,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T10:59:40Z,ma,2023-09-14T18:58:14Z
green,open,devprod-htdeawm6j6zko8dxpinxui-asset_index-ccgf-audit,s9ZP2ULqTJmYhDURKzYFtQ,1,1,30525801,0,21299.2,10649.6,0.0,0,r,x.x.x.x,_7bm,9490,7845926,0,2662.4,1965132,true,true,8.2.0,false,60.0,htDeawm6j6zko8DXPInxuI,perf_dnd_10,"193,032","11,595,879",8,11M,351.79,2662.4,778.37,perf_dnd_10,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T10:59:57Z,ma,2023-09-14T19:35:13Z
green,open,devprod-4dbtbchsfvufu2u0v9ueep-performance-ccgf-audit,dchOGe4LS1qfvRw4Z7PbjA,1,1,14831624,0,20992.0,10444.8,0.0,0,r,x.x.x.x,_5c5,6917,7136122,0,5120.0,2515508,true,true,8.2.0,false,63.0,4DBTbChSFvUfU2U0V9UEep,perf_dnd_05,"256,214","16,336,781",8,16M,329.52,1392.64,933.97,perf_dnd_05,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T10:59:28Z,ma,2023-09-14T18:55:32Z
green,open,devprod-d6ngqmywns3lv5jc3qed8t-asset_index-ccgf-audit,v8EDspVMQtOm-ybC-4zMoQ,1,1,30341961,0,20787.2,10342.4,0.0,0,r,x.x.x.x,_6d3,8247,515634,0,150.7,121628,true,true,8.2.0,true,42.0,d6ngqmYwnS3lV5jC3Qed8T,perf_dnd_52,755,"14,007,631",8,14M,492.57,4805.3,1306.69,perf_dnd_52,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T12:26:59Z,ma,2023-09-14T19:09:35Z
green,open,devprod-8muuqmf4kdgf6yoxtfmiqt-asset_index-ccgf-audit,B5WZNmMYQCqhbVIYMwVi_Q,1,1,26220685,0,20377.6,10137.6,0.0,0,p,x.x.x.x,_6pv,8707,657348,0,238.0,199140,true,true,8.2.0,true,55.0,8muUQmf4Kdgf6yoXTfmiqT,DataDestructionAugust2023,62,"9,993,288",0,9M,368.42,1082.05,960.92,DataDestructionAugust2023,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,30d42d10-4a49-4572-bd82-5b413b85386e,2023.08.S_PRD,ma,2023-08-03T06:51:10Z,ma,2023-09-13T06:19:04Z
green,open,devprod-2vor4tyhoqqj4oceyihsw7-asset_index-ccgf-audit,pjDEeXQiRXa_UFPQ03bAPg,1,1,29318251,0,20377.6,10137.6,0.0,0,p,x.x.x.x,_cj7,16243,14844229,0,5017.6,3438204,true,true,8.2.0,false,54.0,2Vor4TyHOqqj4oCeYiHSw7,perf_dnd_25,"23,081","10,478,307",8,10M,375.51,3379.2,1132.03,perf_dnd_25,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T12:23:24Z,ma,2023-09-14T19:21:54Z
green,open,devprod-85xue3ngk8wjzlsacuueea-log-ccgf-audit,LBVH2bjwQB2Obgq-4PGjYQ,1,1,22952251,0,20377.6,10137.6,0.0,0,r,x.x.x.x,_byp,15505,11099420,0,5120.0,3409492,true,true,8.2.0,false,55.0,85XUe3nGk8WjzLSaCUueEA,cdgc_ui_2411_03,"10,121","577,135",11,588k,368.16,2560.0,1049.04,cdgc_ui_2411_03,,IN,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,2cb07258-f065-48da-9462-e22ce61eda34,CDGC_UI_TEAM_SERTEST-Quarantine,ma,2022-11-24T05:28:33Z,ma,2023-07-25T14:32:53Z
green,open,devprod-9if8wkwhspzfbov30j0uc1-asset_index-ccgf-audit,spoYzDWqSu6OEE5N8EV84Q,1,1,29053108,0,20275.2,10137.6,0.0,0,r,x.x.x.x,_3sk,4916,1647469,0,587.2,371452,true,true,8.2.0,false,57.0,9If8WkWhSpZfbov30j0UC1,perf_dnd_08,"230,476","12,949,648",8,13M,355.67,3072.0,1056.06,perf_dnd_08,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T10:59:46Z,ma,2023-09-14T19:24:24Z
green,open,devprod-8xxksqgxrk6lbbjtzgtkmo-asset_index-ccgf-audit,-KwyaNyTTPGNJxDrl3MJwQ,1,1,28809459,0,20275.2,10137.6,0.0,0,p,x.x.x.x,_7yz,10331,14573175,0,5017.6,3514436,true,true,8.2.0,false,56.0,8XXkSqgXRk6lbbjTZgtKmO,DataDestruction_April2023Release_1,0,0,0,9M,357.84,1843.2,990.74,DataDestruction_April2023Release_1,,IN,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,15531407-fa3d-4622-940d-19e2ea2196ae,April2023Release_ScannerQE_ProductionGrp,ma,2023-04-04T07:04:23Z,ma,2023-07-25T14:34:12Z
green,open,devprod-55brijou3apb9qzr8uf3ke-asset_index-ccgf-audit,y42A_v7MTgOD8o116_LVYw,1,1,28851294,0,19865.6,9932.8,0.0,0,r,x.x.x.x,_9m9,12465,14842769,0,5017.6,3367140,true,true,8.2.0,false,56.0,55bRIJOu3APb9Qzr8uf3KE,perf_dnd_51,235,"12,000,517",8,12M,351.78,1612.8,998.58,perf_dnd_51,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T12:26:48Z,ma,2023-09-14T19:16:35Z
green,open,devprod-35ke7sncyidlpzofxb2tsb-asset_index-ccgf-audit,c7Yu2WcRR6W3AGmagHmZlA,1,1,28512565,0,19558.4,9728.0,0.0,0,r,x.x.x.x,_64n,7943,8251284,0,2764.8,2101596,true,true,8.2.0,false,57.0,35KE7SNCYIDlpZOFXB2tSB,perf_dnd_july_09,"5,333","7,215,632",0,7M,339.34,2764.8,1021.33,perf_dnd_july_09,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-07-11T07:18:27Z,ma,2023-09-14T18:33:56Z
green,open,devprod-8wuqznvhcrfltwmm9llow7-asset_index-ccgf-audit,QogTZVgFTDS0SiUWUhogYw,1,1,26963608,0,19251.2,9625.6,0.0,0,p,x.x.x.x,_66x,8025,14386487,0,5017.6,3506588,true,true,8.2.0,false,51.0,8WUQZNVhCrfltWmm9lLOw7,31July_Perf_QE3,0,"2,572,734",0,2M,374.72,2969.6,1118.62,31July_Perf_QE3,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,79fa6e31-80ef-4f44-b37e-b7382e940abd,Perf_CA_BenchMarking_Prod,ma,2023-07-31T08:53:49Z,ma,2023-09-17T08:13:54Z
green,open,devprod-38ondijwnobflzqqn9lf4v-asset_index-ccgf-audit,jn7XMm6WRAi-zcdX1mAyuA,1,1,26615271,0,19148.8,9625.6,0.0,0,r,x.x.x.x,_b5h,14453,7372364,0,2662.4,1843244,true,true,8.2.0,false,58.0,38oNDIJwnobfLzQqN9lf4v,perf_dnd_31,"2,228","10,604,262",8,10M,327.7,2662.4,932.74,perf_dnd_31,,United States,,,,,,0,,3.0,90.0,180.0,52ZSTB0IDK6dXxaEQLUaQu,9.0,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,78624286-ed14-4a5c-907c-7b40a1fca76a,Devprod_Performance_Tenants_Group,ma,2023-01-31T12:24:09Z,ma,2023-09-14T19:37:56Z
