tenantId,name,zipCode,country,state,city,address1,address2,address3,environmentType,description,minPasswordCharMix,passwordReuseInDays,passwordExpirationInDays,parentOrgId,minPasswordLength,status,podID,podName,productionFlag,statusMessage,tenantGroupId,tenantGroupName,createdBy,createTime,updatedBy,updateTime
15JTn9Nkuxhk7N5qYTvaGD,prodx_qa-0,,US,,,,,,0,,3,90,180,641VR4vFE4ufOs2TdNUyoY,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,msalman,2023-07-27T18:45:28Z,msalman,2023-07-27T18:45:28Z
1aM3jPrpoUadUHril2qpar,Stress_ZDT_test,,US,,,,,,0,,3,0,0,641VR4vFE4ufOs2TdNUyoY,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,parikkala,2023-09-19T08:13:04Z,ma,2023-09-19T08:13:04Z
1BA66RdrXaahHYHfbxBfeA,Informatica,,IN,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-09-19T04:52:31Z,ma,2023-09-19T04:52:31Z
1BPsE2uFPYOfDrad4DXHCS,14July_Perf_QE01,,India,KAR,Bangalore,Address 01,Address 02,Address 03,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,10032cb1-f42c-491a-a7ac-92069ea364ba,Prod_Perf_QE_GRP,ma,2023-07-14T10:04:27Z,ma,2023-07-14T10:24:05Z
1HefBLdlywIcq1igyye26c,PWXQA-0,,US,,,,,,0,,3,90,180,3zOY8yoPHUscEE2uPXxOUg,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,mpanak,2023-08-17T14:56:39Z,mpanak,2023-08-17T14:56:39Z
1iAXgiNo6m6ezfJ1Dy8zYh,AWS_Mrel_Pod1_meter7_ProdOrg,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-09-03T11:32:08Z,ma,2023-09-03T11:32:08Z
1TtvxmDp9Jkkx7jxgifmaJ,25Jan_mkg_orchestration_cd,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,UpgradeFailed,d8TPqZAQ06WkFZLGOshVmP,pod1,,,a62268bd-b51a-45eb-b974-47640209e5fe,ORCH_TG_CDN,ma,2023-01-25T06:30:09Z,ma,2023-01-27T06:33:15Z
1vZ7PzVgp0yhYBr2YLFXG0,18Aug_Globalization,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,d483e8a5-0dce-482f-8f44-bbc30b4718e1,Globalization_Production_18Aug-Quarantine,ma,2023-08-18T06:57:38Z,ma,2023-08-18T06:57:38Z
239wtyzIyGdewAwayjhFUD,19Sep_CDGCUI_Perf_09,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,7e6a412b-2798-4e63-be7a-42bf934818f4,19Sept_CDGCUI_ProdGrp,ma,2023-09-19T07:34:12Z,ma,2023-09-19T07:51:06Z
2CxBoiHt4yHgvQ5ZZghlmZ,nov22_dp11,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,7064089a-0266-431a-a261-31d65b67ef7e,CDGCPerf_NovTenants_group1,ma,2022-11-24T10:55:04Z,ma,2023-07-25T14:18:55Z
2EIku0rsNUgeVpBeFMqzUp,23Aug_Scanner_QE,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,1997c23c-d976-4b99-8f10-0acc8b60f08f,QE-ProductionGrp_INITIAL_SEPT_Scanner-Quarantine,ma,2022-08-23T11:35:34Z,ma,2023-07-25T14:18:58Z
2HKAz8DlT8NhJPMFK72pC1,MKG_AutoCatalog01,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,dbe4e547-b032-4ec4-8095-b3b2ca69a6ed,AutoCatalog,ma,2023-09-21T12:33:02Z,ma,2023-09-21T13:04:36Z
2lIOz6Zame3kri3glcVkM1,perf_dnd_32,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,f5ba0816-2168-401e-a971-ebcc12df0d6b,Performance_july_failed_Group-Quarantine,ma,2023-01-31T12:24:16Z,ma,2023-08-01T12:08:51Z
2NgcCjevpUdfRxFy94l5gl,ddsept2023,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-08-28T06:01:36Z,ma,2023-08-28T06:01:36Z
2teAkiQEOeodwKaUBnP7gE,mrel-suborg,,US,,,,,,0,,3,90,180,5Sk5eG7sj2qcKKKYmYizwm,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,mrelpod1,2023-07-24T09:27:15Z,mrelpod1,2023-07-24T09:27:15Z
2TMOonehCrbjGVdvyAGiEx,AWS_Mrel_Pod1_meter9_ProdOrg,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-09-03T11:32:32Z,ma,2023-09-03T11:32:32Z
2UWVIhtLODClNUcxyPbIuZ,rel_upgrade_dnd_098,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,4f7c4174-915d-43f5-b48a-66668305fcb9,JuneToJul_50Tenants_BaseGroup,ma,2023-06-16T19:22:47Z,ma,2023-07-18T10:44:23Z
34PfYVlxX3GcekTzOVcYKV,05Sep_Platform_QE,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,23706e78-b4b8-4503-a62d-d98528e75ad4, 2023.08.S_Final_Platform_Prod,ma,2023-09-05T06:02:36Z,ma,2023-09-18T18:18:12Z
3cmWl3NPTaOdgABhUSiuco,SKALLURU_MONGO_OCT,,US,,,,,,0,,1,0,0,5OZUAavlKeoemEkLiNyd8l,4,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,selbaz@informatica.com,2023-08-23T10:11:39Z,selbaz@informatica.com,2023-08-23T10:11:39Z
3FEblt9SVYpdjLjhEnmLGN,2023_09_P_PlatformQe_Sanity_Tenant2,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,f01561bd-68e4-434f-96b7-1af6d6add1ec,2023_09_P_PlatformQe_Sanity_ProdGrp,ma,2023-09-19T08:41:51Z,ma,2023-09-19T08:59:17Z
3GdWe9S05gdeDnec9qTQqr,plt_test_upgrade01,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,6ff9e785-cd41-48fb-b96a-fc709d7ee52a,pltform_PROD_3rd_August,ma,2023-08-03T08:47:11Z,ma,2023-08-22T06:04:42Z
3MqvKxTjRfoeq2gE0QEnkq,ERAgent8Aug,,IN,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-08-08T06:20:39Z,ERAgent8Aug,2023-08-08T06:22:11Z
3pY3CzTJa9zbRAoEiH3KoI,nov22_dp13,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,7064089a-0266-431a-a261-31d65b67ef7e,CDGCPerf_NovTenants_group1,ma,2022-11-24T10:55:29Z,ma,2023-07-25T14:20:40Z
3UXfUyZknQ6cysdQfxxyEa,09Jan_Discovery_QE,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,3c694168-49a8-4883-8b1a-8da9ec520d7c,28Feb_ProdGrp_QE-Quarantine,ma,2023-01-09T08:51:41Z,ma,2023-04-08T11:29:15Z
3zOY8yoPHUscEE2uPXxOUg,PWXQA,,US,,,,,,0,,3,0,0,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,8165ea80-ebab-482a-a9dd-a16a0e84ea2e,Default Production-Quarantine,ma,2020-07-21T13:40:48Z,mpanak,2023-07-25T14:21:07Z
43Yn6Q0F41vbLL2kuCkxWJ,04April_AdvScanner_QE,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,5a276dec-de06-46c9-befe-9b5a3e54ee11,AdvScanner_04April_CR_Group,ma,2023-04-04T06:47:28Z,ma,2023-06-13T08:10:18Z
48RInHYi6K2fFyv1HRALq7,rel_upgrade_dnd_087,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,4f7c4174-915d-43f5-b48a-66668305fcb9,JuneToJul_50Tenants_BaseGroup,ma,2023-06-16T19:07:49Z,ma,2023-07-18T10:16:41Z
48Y5YiENtmUiGsOxi9CI8w,13Oct_Scanner_QE1,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,f56d38d5-e9c7-474c-a470-216c363018be,Discovery_Class_EBFValidation-Quarantine,ma,2022-10-13T05:39:08Z,ma,2023-07-25T14:21:20Z
4bBRpFeff0OigB1WTU3NmY,AWS_Mrel_Pod1_meter8_ProdOrg,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-09-03T11:32:20Z,ma,2023-09-03T11:32:20Z
4CEsjfo3eWMlNqJyqTpE8V,rel_upgrade_dnd_031,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,6c1e38f8-908b-43fe-b3ca-b55a3e8877f8,inactive_perf_tenants_prod,ma,2023-06-16T14:10:31Z,ma,2023-08-04T13:04:04Z
4CLxofyf4IyhEnJajIneYn,HIVEPOC,,India,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-08-08T05:51:27Z,ma,2023-08-08T05:51:27Z
4dfLpB5k7oQh5AfVcMuQcn,PlatformQE_Metering_11_Sandbox,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-09-01T05:13:56Z,ma,2023-09-01T05:13:56Z
4DJ7rc2Df0vjfE4Ip9VU2K,perf_dnd_16,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,f5ba0816-2168-401e-a971-ebcc12df0d6b,Performance_july_failed_Group-Quarantine,ma,2023-01-31T12:22:24Z,ma,2023-08-01T12:08:51Z
4gS8f4MNW9Yj9Ako5MsTy6,AWS_Mrel_Pod1_meter10_ProdOrg,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-09-03T11:32:42Z,ma,2023-09-03T11:32:42Z
4KFPXYQMzURidbj1EbZHor,perf_dnd_15,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,f5ba0816-2168-401e-a971-ebcc12df0d6b,Performance_july_failed_Group-Quarantine,ma,2023-01-31T12:22:17Z,ma,2023-08-01T12:08:51Z
4m4PDsPTOyBlyfATi9JOaL,INFA_OI,,IN,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2022-11-03T05:29:33Z,ma,2022-11-03T05:29:33Z
4m6xkQjF6AhaZYTmqZ7Fms,20Sep_SHIFTJIS_01,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,Active,d8TPqZAQ06WkFZLGOshVmP,pod1,,,e51e4702-3a34-47c6-bd2a-9c7bf5a79793,20Sep_SHIFTJIS_ProdGrp,ma,2023-09-20T07:00:07Z,ma,2023-09-20T07:18:51Z
4QrKnREFurMlCl3Ma6Rsa2,PlatformQE_Metering_10_Sandbox,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-08-31T16:30:19Z,ma,2023-08-31T16:30:19Z
4swdIVOMWy4b01jPX5MXQF,15Feb_Scanner_QE,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,0f149297-4c16-4cab-84ae-849f64843335,15Feb_Prodgrp_QE,ma,2023-02-15T06:41:56Z,ma,2023-07-25T14:22:01Z
4Ur84lo7Gbeg8MWR9EDwyi,PlatformQE_Metering_06,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-08-31T10:01:51Z,ma,2023-08-31T10:01:51Z
4vM4Pm4rYqBjOOjRO8PoOc,rel_upgrade_dnd_092,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,4f7c4174-915d-43f5-b48a-66668305fcb9,JuneToJul_50Tenants_BaseGroup,ma,2023-06-16T19:21:47Z,ma,2023-07-18T10:27:31Z
4WO2Tlg1qF3ladx77c1ns8,PlatformQe_API_Metering_Test2,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,ed4bcc73-9c80-46a0-a8bc-a730e6e84d35,PlatfformQe_API_Metering_ProdGrp-Quarantine,ma,2023-08-18T04:13:24Z,ma,2023-09-02T04:45:49Z
52ZSTB0IDK6dXxaEQLUaQu,System Org,,US,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,,,tomcat_global,2020-03-03T23:17:13Z,tomcat_global,2023-07-25T14:22:28Z
5d2Sd16G8mlbL4c2tOcGo4,rel_upgrade_dnd_089,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,4f7c4174-915d-43f5-b48a-66668305fcb9,JuneToJul_50Tenants_BaseGroup,ma,2023-06-16T19:08:08Z,ma,2023-07-18T10:39:12Z
5eHU89UjK6tgdpRt9DCxSD,PlatformQE_Metering_09_AddProd,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-08-31T15:51:23Z,ma,2023-08-31T15:51:23Z
5QACsUvW5wfi8bM5PBS5om,perf_dnd_48,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,f5ba0816-2168-401e-a971-ebcc12df0d6b,Performance_july_failed_Group-Quarantine,ma,2023-01-31T12:26:21Z,ma,2023-08-01T12:08:51Z
5u37MSWeYeyhSDsBDccPIC,rel_upgrade_dnd_008,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,d88f4cae-0f6f-4c37-bc15-3c1c3df8706a,2023.06.P_EBF_1.10_Perf_Test,ma,2023-06-16T11:19:38Z,ma,2023-07-10T05:49:52Z
5wHMnh2A891iMBlDulEJ0q,rel_upgrade_dnd_086,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,4f7c4174-915d-43f5-b48a-66668305fcb9,JuneToJul_50Tenants_BaseGroup,ma,2023-06-16T19:07:39Z,ma,2023-07-18T10:30:04Z
63rPyTHlbE8luMecGnRtAb,rel_upgrade_dnd_088,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,4f7c4174-915d-43f5-b48a-66668305fcb9,JuneToJul_50Tenants_BaseGroup,ma,2023-06-16T19:07:58Z,ma,2023-07-18T10:12:37Z
641VR4vFE4ufOs2TdNUyoY,prodx_qa,,India,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,8165ea80-ebab-482a-a9dd-a16a0e84ea2e,Default Production-Quarantine,ma,2023-01-30T10:29:27Z,ma,2023-07-25T14:23:40Z
69JP49srDVJkXuWwP3m3ad,SNOWPIPE_QA,,US,,,,,,1,This Sub-Org is being created for test related to SNOWPIPE feature,3,90,180,3zOY8yoPHUscEE2uPXxOUg,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,pbhogadi,2023-08-09T06:26:37Z,pbhogadi,2023-08-09T06:26:37Z
6cNDb93Lj3JiUgZB0SX8Uj,rel_upgrade_dnd_093,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,4f7c4174-915d-43f5-b48a-66668305fcb9,JuneToJul_50Tenants_BaseGroup,ma,2023-06-16T19:21:55Z,ma,2023-07-18T10:49:57Z
6G476zyYT2LkmlkPD2Q9AE,PA_DD,,US,,,,,,0,,3,90,180,641VR4vFE4ufOs2TdNUyoY,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,parikkala,2023-07-22T13:15:00Z,parikkala,2023-07-22T13:15:00Z
6M5W1CPH3xXcELyjBmeX68,perf_dnd_story_1,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,69e80324-ef3c-4d62-b164-ce3f11614241,2023.08.16_Claire_Performance,ma,2023-05-19T12:45:44Z,ma,2023-08-21T15:44:55Z
6SRzmlJRm7wipiEBJAQJou,perf_dnd_49,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,f5ba0816-2168-401e-a971-ebcc12df0d6b,Performance_july_failed_Group-Quarantine,ma,2023-01-31T12:26:30Z,ma,2023-08-01T12:08:51Z
6ufDrVIPHGvc83Bx9y9Wc3,Informatica-TestNewSuborg,,US,,,,,,0,,3,90,180,4aLRwzChjJujmrd4Qsca0k,9,Provisioning,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,profilingqamrelSC4,2023-08-08T13:32:19Z,profilingqamrelSC4,2023-09-07T06:49:13Z
6VKCoJg1X77grvj0kXtdmg,PlatformQE_Metering_11_Sandbox_Suborg,,US,,,,,,0,,3,90,180,4dfLpB5k7oQh5AfVcMuQcn,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,hawklics,2023-09-01T05:15:04Z,hawklics,2023-09-01T05:15:04Z
7bo3c3bR3HcgZ0hIDChUAQ,rel_upgrade_dnd_100,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,4f7c4174-915d-43f5-b48a-66668305fcb9,JuneToJul_50Tenants_BaseGroup,ma,2023-06-16T19:23:08Z,ma,2023-07-18T10:19:31Z
7ChLbwH13vkdNUwXf9wuiA,04April_CDGCProfiling-1,,US,,,,,,0,,3,90,180,5sb048e61Iel9fevJ4hI2m,9,InitialTenantRegistrationPending,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,07April_CDGCProfiling_01,2023-08-04T12:01:15Z,07April_CDGCProfiling_01,2023-08-04T12:01:15Z
7f5T8U1wMI8cKC0SfjaLKk,PlatformQE_Metering_09,,United States,,,,,,0,,3,90,180,52ZSTB0IDK6dXxaEQLUaQu,9,InActive,d8TPqZAQ06WkFZLGOshVmP,pod1,,,c4d0d519-66c2-44d4-9173-e17691dda688,Default Provisioning Production Group-Quarantine,ma,2023-08-31T15:50:08Z,ma,2023-08-31T15:50:08Z
